2492,2010,1,2,17,32
2670,2010,1,2,20,30
3964,2010,1,3,18,4
4010,2010,1,3,18,50
4186,2010,1,3,21,46
4363,2010,1,4,0,43
4439,2010,1,4,1,59
4650,2010,1,4,5,30
4998,2010,1,4,11,18
5151,2010,1,4,13,51
5247,2010,1,4,15,27
5387,2010,1,4,17,47
5580,2010,1,4,21,0
5877,2010,1,5,1,57
6231,2010,1,5,7,51
6311,2010,1,5,9,11
6493,2010,1,5,12,13
6760,2010,1,5,16,40
7106,2010,1,5,22,26
7275,2010,1,6,1,15
7280,2010,1,6,1,20
7300,2010,1,6,1,40
7716,2010,1,6,8,36
7815,2010,1,6,10,15
7903,2010,1,6,11,43
8051,2010,1,6,14,11
8183,2010,1,6,16,23
8496,2010,1,6,21,36
8683,2010,1,7,0,43
8712,2010,1,7,1,12
9164,2010,1,7,8,44
9467,2010,1,7,13,47
9589,2010,1,7,15,49
9754,2010,1,7,18,34
10417,2010,1,8,5,37
10492,2010,1,8,6,52
10555,2010,1,8,7,55
11081,2010,1,8,16,41
11696,2010,1,9,2,56
11725,2010,1,9,3,25
11744,2010,1,9,3,44
11967,2010,1,9,7,27
12821,2010,1,9,21,41
13057,2010,1,10,1,37
13134,2010,1,10,2,54
13668,2010,1,10,11,48
13829,2010,1,10,14,29
14010,2010,1,10,17,30
14046,2010,1,10,18,6
14057,2010,1,10,18,17
14193,2010,1,10,20,33
14401,2010,1,11,0,1
14569,2010,1,11,2,49
14692,2010,1,11,4,52
14832,2010,1,11,7,12
14974,2010,1,11,9,34
15252,2010,1,11,14,12
15406,2010,1,11,16,46
15539,2010,1,11,18,59
15647,2010,1,11,20,47
16850,2010,1,12,16,50
17157,2010,1,12,21,57
17738,2010,1,13,7,38
17969,2010,1,13,11,29
18330,2010,1,13,17,30
18331,2010,1,13,17,31
18464,2010,1,13,19,44
18578,2010,1,13,21,38
18767,2010,1,14,0,47
19076,2010,1,14,5,56
19165,2010,1,14,7,25
20157,2010,1,14,23,57
20326,2010,1,15,2,46
20405,2010,1,15,4,5
20822,2010,1,15,11,2
21150,2010,1,15,16,30
21219,2010,1,15,17,39
21567,2010,1,15,23,27
21783,2010,1,16,3,3
23089,2010,1,17,0,49
23330,2010,1,17,4,50
23395,2010,1,17,5,55
23446,2010,1,17,6,46
24498,2010,1,18,0,18
24713,2010,1,18,3,53
24893,2010,1,18,6,53
25073,2010,1,18,9,53
25306,2010,1,18,13,46
25606,2010,1,18,18,46
25614,2010,1,18,18,54
25833,2010,1,18,22,33
27320,2010,1,19,23,20
27405,2010,1,20,0,45
27646,2010,1,20,4,46
27843,2010,1,20,8,3
27897,2010,1,20,8,57
28195,2010,1,20,13,55
28206,2010,1,20,14,6
28359,2010,1,20,16,39
28510,2010,1,20,19,10
28719,2010,1,20,22,39
29046,2010,1,21,4,6
30264,2010,1,22,0,24
30452,2010,1,22,3,32
30453,2010,1,22,3,33
30470,2010,1,22,3,50
30733,2010,1,22,8,13
30965,2010,1,22,12,5
31166,2010,1,22,15,26
31761,2010,1,23,1,21
32740,2010,1,23,17,40
32769,2010,1,23,18,9
34115,2010,1,24,16,35
34116,2010,1,24,16,36
34259,2010,1,24,18,59
34641,2010,1,25,1,21
35003,2010,1,25,7,23
35287,2010,1,25,12,7
35435,2010,1,25,14,35
35456,2010,1,25,14,56
35511,2010,1,25,15,51
35849,2010,1,25,21,29
35946,2010,1,25,23,6
36083,2010,1,26,1,23
37792,2010,1,27,5,52
38076,2010,1,27,10,36
38338,2010,1,27,14,58
38845,2010,1,27,23,25
39153,2010,1,28,4,33
39330,2010,1,28,7,30
39362,2010,1,28,8,2
39621,2010,1,28,12,21
39677,2010,1,28,13,17
39929,2010,1,28,17,29
40329,2010,1,29,0,9
40654,2010,1,29,5,34
42397,2010,1,30,10,37
42609,2010,1,30,14,9
43518,2010,1,31,5,18
43964,2010,1,31,12,44
44764,2010,2,1,2,4
45173,2010,2,1,8,53
45209,2010,2,1,9,29
45496,2010,2,1,14,16
46161,2010,2,2,1,21
46489,2010,2,2,6,49
46513,2010,2,2,7,13
46589,2010,2,2,8,29
46695,2010,2,2,10,15
46753,2010,2,2,11,13
46773,2010,2,2,11,33
46982,2010,2,2,15,2
47142,2010,2,2,17,42
47669,2010,2,3,2,29
48416,2010,2,3,14,56
48753,2010,2,3,20,33
49959,2010,2,4,16,39
50250,2010,2,4,21,30
53410,2010,2,7,2,10
53481,2010,2,7,3,21
53627,2010,2,7,5,47
53872,2010,2,7,9,52
53991,2010,2,7,11,51
54450,2010,2,7,19,30
55938,2010,2,8,20,18
55997,2010,2,8,21,17
56357,2010,2,9,3,17
56503,2010,2,9,5,43
56737,2010,2,9,9,37
56809,2010,2,9,10,49
57143,2010,2,9,16,23
57303,2010,2,9,19,3
58030,2010,2,10,7,10
58086,2010,2,10,8,6
59982,2010,2,11,15,42
60330,2010,2,11,21,30
60345,2010,2,11,21,45
60799,2010,2,12,5,19
63838,2010,2,14,7,58
64164,2010,2,14,13,24
64309,2010,2,14,15,49
64379,2010,2,14,16,59
64517,2010,2,14,19,17
64999,2010,2,15,3,19
65676,2010,2,15,14,36
66271,2010,2,16,0,31
67196,2010,2,16,15,56
67417,2010,2,16,19,37
67467,2010,2,16,20,27
67622,2010,2,16,23,2
67654,2010,2,16,23,34
67661,2010,2,16,23,41
67754,2010,2,17,1,14
67919,2010,2,17,3,59
68151,2010,2,17,7,51
68892,2010,2,17,20,12
69083,2010,2,17,23,23
69441,2010,2,18,5,21
69548,2010,2,18,7,8
69961,2010,2,18,14,1
70031,2010,2,18,15,11
70226,2010,2,18,18,26
70430,2010,2,18,21,50
70565,2010,2,19,0,5
70672,2010,2,19,1,52
70947,2010,2,19,6,27
71130,2010,2,19,9,30
71205,2010,2,19,10,45
71303,2010,2,19,12,23
73755,2010,2,21,5,15
73868,2010,2,21,7,8
74083,2010,2,21,10,43
74159,2010,2,21,11,59
75355,2010,2,22,7,55
75542,2010,2,22,11,2
76042,2010,2,22,19,22
76231,2010,2,22,22,31
76435,2010,2,23,1,55
76870,2010,2,23,9,10
77113,2010,2,23,13,13
77437,2010,2,23,18,37
77501,2010,2,23,19,41
77586,2010,2,23,21,6
77641,2010,2,23,22,1
77853,2010,2,24,1,33
77888,2010,2,24,2,8
78103,2010,2,24,5,43
78165,2010,2,24,6,45
78576,2010,2,24,13,36
78894,2010,2,24,18,54
79046,2010,2,24,21,26
